,YR,MO,DY,HR,LAT,LON,IM,ATTC,TI,LI,DS,VS,NID,II,ID,C1,DI,D,WI,W,VI,VV,WW,W1,SLP,A,PPP,IT,AT,WBTI,WBT,DPTI,DPT,SI,SST,N,NH,CL,HI,H,CM,CH,WD,WP,WH,SD,SP,SH,BSI,B10,B1,DCK,SID,PT,DUPS,DUPC,TC,PB,WX,SX,C2,AQCS,ND,TRMS,NQCS,QCE,LZ,QCZ,UID,RN1,RN2,RN3,RSA,IRF,grid_group,climate_zone,target_zone,comments
68142,1815,8,22.0,6.0,9.37,87.78,1,3,0.0,5,,,3.0,10,LOWTHER C,,,,,,,,,,,,,,28.3,,,,,,,,,,,,,,,,,,,,,294,97,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ6TA0,3,0,0,2,1,"(87, 9)",1,1.0,"SQUALLY,RAIN,CLOUDY,,,,,,,,"
68147,1815,8,22.0,,9.37,87.93,1,3,,4,,,,10,LOWTHER_,,1.0,,5.0,,,,,,,,,7.0,27.8,,,,,,,,,,,,,,,,,,,,,294,97,701,69,5,0,,1.0,,,,,,,F1FFFF,77AAAA1AAAAAAA,,,,004IAE,3,0,0,2,1,"(87, 9)",1,1.0,"NE    54 SE  ,   MADRAS  ,,,,,,,"
68150,1815,8,23.0,6.0,8.83,87.67,1,3,0.0,5,,,3.0,10,LOWTHER C,,,,5.0,,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,294,87,248,148,5,0,,,,,,,,2.0,F1FFFF,12AAAA1AAAAAAA,,,,CZ6TAD,3,0,0,2,1,"(87, 8)",1,1.0,"CLOUDY,SQUALLY,RAIN,FAIR,SQUALLS,,,,,,,,"
68151,1815,8,23.0,6.0,8.82,87.3,1,3,0.0,5,,,3.0,10,ATLAS 4,,,137.0,5.0,1.0,,,,,1000.9,,,,28.9,,,,,,,,,,,,,,,,,,,,,294,87,248,148,5,0,,,,,,,,2.0,F1114F,11AAA11AAAAAAA,,,,CZ6TAE,3,0,0,2,1,"(87, 8)",1,1.0,"RAIN,SQUALLS,FAIR,HOT,SULTRY,,,,,,,,"
68156,1815,8,23.0,,8.83,87.8,1,3,,4,,,,10,LOWTHER_,,1.0,,5.0,,,,,,,,,7.0,27.2,,,,,,,,,,,,,,,,,,,,,294,87,701,69,5,0,,1.0,,,,,,,F1FFFF,77AAAA1AAAAAAA,,,,004IAH,3,0,0,2,1,"(87, 8)",1,1.0,"    ,   MADRAS  ,,,,,,,"
68160,1815,8,24.0,6.0,8.42,87.47,1,3,0.0,5,,,3.0,10,ATLAS 4,,,,,,,,,,1000.8,,,,29.4,,,,,,,,,,,,,,,,,,,,,294,87,248,148,5,0,,,,,,,,2.0,F1FF4F,17AAA11AAAAAAA,,,,CZ6TAT,3,0,0,2,1,"(87, 8)",1,1.0,"FINE,SQUALLS,RAIN,HOT,SULTRY,,,,,,,,"
68161,1815,8,24.0,6.0,8.37,87.67,1,3,0.0,5,,,3.0,10,LOWTHER C,,,,5.0,,,,,,,,,,28.3,,,,,,,,,,,,,,,,,,,,,294,87,248,148,5,0,,,,,,,,2.0,F1FFFF,12AAAA1AAAAAAA,,,,CZ6TAU,3,0,0,2,1,"(87, 8)",1,1.0,"SQUALLY,RAIN,FINE,,,,,,,,"
68166,1815,8,24.0,,8.37,87.97,1,3,,4,,,,10,LOWTHER_,,1.0,,5.0,,,,,,,,,7.0,27.8,,,,,,,,,,,,,,,,,,,,,294,87,701,69,5,0,,1.0,,,,,,,F1FFFF,77AAAA1AAAAAAA,,,,004IAK,3,0,0,2,1,"(87, 8)",1,1.0,"SE    61 V  ,   MADRAS  ,,,,,,,"
68170,1815,8,25.0,6.0,8.42,87.57,1,3,0.0,5,,,3.0,10,ATLAS 4,,,47.0,5.0,2.6,,,,,1000.8,,,,29.4,,,,,,,,,,,,,,,,,,,,,294,87,248,148,5,0,,,,,,,,2.0,F1114F,11AAA11AAAAAAA,,,,CZ6TBB,3,0,0,2,1,"(87, 8)",1,1.0,"RAIN,CLOUDY,HOT,SULTRY,,,,,,,,"
68171,1815,8,25.0,6.0,8.32,87.75,1,3,0.0,5,,,3.0,10,LOWTHER C,,,103.0,5.0,,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,294,87,248,148,5,0,,,,,,,,2.0,F111FF,12AAAA1AAAAAAA,,,,CZ6TBC,3,0,0,2,1,"(87, 8)",1,1.0,"CLOUDY,FAIR,FINE,,,,,,,,"
68180,1815,8,25.0,,8.32,87.58,1,3,,4,,,,10,LOWTHER_,,1.0,,5.0,,,,,,,,,7.0,27.8,,,,,,,,,,,,,,,,,,,,,294,87,701,69,5,0,,1.0,,,,,,,F1FFFF,77AAAA1AAAAAAA,,,,004IAN,3,0,0,2,1,"(87, 8)",1,1.0,"     ,   MADRAS  ,,,,,,,"
68319,1815,9,11.0,6.0,12.23,84.82,1,3,0.0,5,,,3.0,10,MINERVA 7,,,,5.0,,,,,,1002.0,,,,28.6,,,,,,,,,,,,,,,,,,,,,258,24,248,148,5,0,,,,,,,,2.0,F1FF1F,17AAA11AAAAAAA,,,,CZ6TJZ,3,0,0,2,1,"(84, 12)",1,1.0,"CLOUDY,SQUALLY,RAIN,FINE,FLYING SQUALLS,,,,,,,,"
68365,1815,9,19.0,6.0,10.5,86.67,1,3,0.0,5,,,3.0,10,CARNATI 3,,,,,,,,,,1005.6,,,,27.2,,,,,,,,,,,,,,,,,,,,,258,6,248,148,5,0,,,,,,,,2.0,F1FF1F,17AAA11AAAAAAA,,,,CZ6TMM,3,0,0,2,1,"(86, 10)",1,1.0,"FINE     ,SMOOTH,,,,,,,"
68372,1815,9,20.0,6.0,13.63,86.42,1,3,0.0,5,,,3.0,10,CARNATI 3,,,,5.0,,,,,,1006.3,,,,27.8,,,,,,,,,,,,,,,,,,,,,258,36,248,148,5,0,,,,,,,,2.0,F1FF1F,17AAA11AAAAAAA,,,,CZ6TMU,3,0,0,2,1,"(86, 13)",1,1.0,"FAIR,SQUALLY,RAIN,FINE,,,,,,,,"
68379,1815,9,21.0,6.0,16.48,86.57,1,3,0.0,5,,,3.0,10,CARNATI 3,,,,5.0,,,,,,1005.7,,,,25.8,,,,,,,,,,,,,,,,,,,,,258,66,248,148,5,0,,,,,,,,2.0,F1FF1F,17AAA11AAAAAAA,,,,CZ6TN2,3,0,0,2,1,"(86, 16)",1,1.0,"SQUALLY,CLOUDY,HEAVY RAIN,SOME SQUALLS,RAIN,UNSETTLED,,,,,,,,"
68497,1815,10,15.0,6.0,8.23,88.42,1,3,0.0,5,,,3.0,10,J SIBBALD,,,272.0,5.0,1.0,,,,,1008.9,,,,27.2,,,,,,,,,,,,,,,,,,,,,294,88,248,148,5,0,,,,,,,,2.0,F1111F,11AAA11AAAAAAA,,,,CZ6TS7,3,0,0,2,1,"(88, 8)",1,1.0,"RAIN,CLOUDY,LIGHTNING,SULTRY,UNSETTLED,,,,,,,,"
68501,1815,10,16.0,6.0,9.45,88.67,1,3,0.0,5,,,3.0,10,J SIBBALD,,,340.0,5.0,2.6,,,,,1008.9,,,,27.2,,,,,,,,,,,,,,,,,,,,,294,98,248,148,5,0,,,,,,,,2.0,F1111F,11AAA11AAAAAAA,,,,CZ6TSH,3,0,0,2,1,"(88, 9)",1,1.0,"FAIR,SQUALLS,RAIN,,,,,,,,"
68502,1815,10,16.0,6.0,8.6,91.07,1,3,0.0,5,,,3.0,10,UNION 4,,,,,,,,,,,,,,31.4,,,,,,,,,,,,,,,,,,,,,295,81,248,148,5,0,,,,,,,,2.0,F5FFFF,17AAAA1AAAAAAA,,,,CZ6TSI,3,0,0,2,1,"(91, 8)",1,1.0,"RAIN,SQUALLY,CLOUDY,UNSETTLED,SQUALLS,,,,,,,,"
68506,1815,10,17.0,6.0,9.93,89.17,1,3,0.0,5,,,3.0,10,J SIBBALD,,,,,,,,,,1007.3,,,,26.7,,,,,,,,,,,,,,,,,,,,,294,99,248,148,5,0,,,,,,,,2.0,F1FF1F,1AAAA11AAAAAAA,,,,CZ6TSQ,3,0,0,2,1,"(89, 9)",1,1.0,"SQUALLY,RAIN,LIGHT SQUALLS,,,,,,,,"
68507,1815,10,17.0,6.0,9.48,92.0,1,3,0.0,5,,,3.0,10,UNION 4,,,,,,,,,,,,,,31.1,,,,,,,,,,,,,,,,,,,,,295,92,248,148,5,0,,,,,,,,2.0,F5FFFF,17AAAA1AAAAAAA,,,,CZ6TSR,3,0,0,2,1,"(92, 9)",1,1.0,"FAIR,,,,,,,,"
68511,1815,10,18.0,6.0,10.35,89.7,1,3,0.0,5,,,3.0,10,J SIBBALD,,,70.0,5.0,1.0,,,,,1005.5,,,,27.8,,,,,,,,,,,,,,,,,,,,,258,9,248,148,5,0,,,,,,,,2.0,F1111F,11AAA11AAAAAAA,,,,CZ6TSZ,3,0,0,2,1,"(89, 10)",1,1.0,"LIGHTNING,RAIN,SQUALLY,FAIR,SQUALLS,SULTRY     ,SMOOTH,,,,,,,"
68512,1815,10,18.0,6.0,9.57,92.5,1,3,0.0,5,,,3.0,10,UNION 4,,,47.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,92,248,148,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,CZ6TT0,3,0,0,2,1,"(92, 9)",1,1.0,"FAIR,SULTRY,,,,,,,,"
68515,1815,10,19.0,6.0,11.18,89.13,1,3,0.0,5,,,3.0,10,J SIBBALD,,,59.0,5.0,1.0,,,,,1009.0,,,,27.2,,,,,,,,,,,,,,,,,,,,,258,19,248,148,5,0,,,,,,,,2.0,F1111F,11AAA11AAAAAAA,,,,CZ6TT6,3,0,0,2,1,"(89, 11)",1,1.0,"FAIR,LIGHTNING,CLEAR,SULTRY,,,,,,,,"
68516,1815,10,19.0,6.0,9.28,92.82,1,3,0.0,5,,,3.0,10,UNION 4,,,47.0,5.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,92,248,148,5,0,,,,,,,,2.0,F711FF,11AAAA1AAAAAAA,,,,CZ6TT7,3,0,0,2,1,"(92, 9)",1,1.0,"SQUALLY,RAIN,FAIR,SULTRY,,,,,,,,"
68519,1815,10,20.0,6.0,12.63,88.93,1,3,0.0,5,,,3.0,10,J SIBBALD,,,,,,,,,,1005.6,,,,27.2,,,,,,,,,,,,,,,,,,,,,258,28,248,148,5,0,,,,,,,,2.0,F1FF1F,17AAA11AAAAAAA,,,,CZ6TTD,3,0,0,2,1,"(88, 12)",1,1.0,"SQUALLY,RAIN,LIGHTNING,FAIR,,,,,,,,"
68522,1815,10,21.0,6.0,14.23,89.02,1,3,0.0,5,,,3.0,10,J SIBBALD,,,,,,,,,,1005.4,,,,28.9,,,,,,,,,,,,,,,,,,,,,258,49,248,148,5,0,,,,,,,,2.0,F1FF1F,17AAA11AAAAAAA,,,,CZ6TTJ,3,0,0,2,1,"(89, 14)",1,1.0,"FAIR,CLOUDY     ,SMOOTH,,,,,,,"
68523,1815,10,21.0,6.0,9.43,92.82,1,3,0.0,5,,,3.0,10,UNION 4,,,47.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,92,248,148,5,0,,,,,,,,2.0,F711FF,11AAAA1AAAAAAA,,,,CZ6TTK,3,0,0,2,1,"(92, 9)",1,1.0,"FAIR,SULTRY,,,,,,,,"
68525,1815,10,22.0,6.0,15.17,88.17,1,3,0.0,5,,,3.0,10,J SIBBALD,,,,,,,,,,1008.9,,,,28.3,,,,,,,,,,,,,,,,,,,,,258,58,248,148,5,0,,,,,,,,2.0,F1FF1F,1AAAA11AAAAAAA,,,,CZ6TTP,3,0,0,2,1,"(88, 15)",1,1.0,"CLEAR     ,STRONG RIPPLING,SMOOTH,,,,,,,"
68527,1815,10,23.0,6.0,15.57,88.93,1,3,0.0,5,,,3.0,10,J SIBBALD,,,,,,,,,,1005.6,,,,28.3,,,,,,,,,,,,,,,,,,,,,258,58,248,148,5,0,,,,,,,,2.0,F1FF1F,17AAA11AAAAAAA,,,,CZ6TTV,3,0,0,2,1,"(88, 15)",1,1.0,"FAIR     ,STRONG RIPPLINGS,VERY STRONG RIPPLINGS,,,,,,,"
68528,1815,10,23.0,6.0,10.58,92.35,1,3,0.0,5,,,3.0,10,UNION 4,,,,,,,,,,,,,,30.8,,,,,,,,,,,,,,,,,,,,,259,2,248,148,5,0,,,,,,,,2.0,F5FFFF,1AAAAA1AAAAAAA,,,,CZ6TTW,3,0,0,2,1,"(92, 10)",1,1.0,"FAIR,SULTRY,,,,,,,,"
68530,1815,10,24.0,6.0,16.05,89.13,1,3,0.0,5,,,3.0,10,J SIBBALD,,,149.0,5.0,,,,,,1002.3,,,,28.3,,,,,,,,,,,,,,,,,,,,,258,69,248,148,5,0,,,,,,,,2.0,F1111F,12AAA11AAAAAAA,,,,CZ6TU2,3,0,0,2,1,"(89, 16)",1,1.0,"FAIR,SQUALLS,CLOUDY,SQUALLY,RAIN,SULTRY,,,,,,,,"
68531,1815,10,24.0,6.0,12.07,91.88,1,3,0.0,5,,,3.0,10,UNION 4,,,81.0,5.0,2.6,,,,,,,,,30.8,,,,,,,,,,,,,,,,,,,,,259,21,248,148,5,0,,,,,,,,2.0,F311FF,11AAAA1AAAAAAA,,,,CZ6TU3,3,0,0,2,1,"(91, 12)",1,1.0,"FAIR,CLOUDY,LIGHTNING,RAIN,,,,,,,,"
68533,1815,10,25.0,6.0,17.25,89.85,1,3,0.0,5,,,3.0,10,J SIBBALD,,,92.0,5.0,9.3,,,,,1005.8,,,,27.8,,,,,,,,,,,,,,,,,,,,,258,79,248,148,5,0,,,,,,,,2.0,F1411F,11AAA11AAAAAAA,,,,CZ6TU9,3,0,0,2,1,"(89, 17)",1,1.0,"FAIR,SQUALLY,RAIN,LIGHTNING,,,,,,,,"
68534,1815,10,25.0,6.0,14.35,91.77,1,3,0.0,5,,,3.0,10,UNION 4,,,92.0,5.0,9.3,,,,,,,,,30.8,,,,,,,,,,,,,,,,,,,,,259,41,248,148,5,0,,,,,,,,2.0,F341FF,11AAAA1AAAAAAA,,,,CZ6TUA,3,0,0,2,1,"(91, 14)",1,1.0,"FAIR,THUNDER,LIGHTNING,,,,,,,,"
68536,1815,10,26.0,6.0,19.33,89.8,1,3,0.0,5,,,3.0,10,J SIBBALD,,,,,,,,,,1005.8,,,,28.3,,,,,,,,,,,,,,,,,,,,,258,99,248,148,5,0,,,,,,,,2.0,F1FF1F,17AAA11AAAAAAA,,,,CZ6TUG,3,0,0,2,1,"(89, 19)",1,1.0,"FAIR,LIGHTNING,SQUALLY,RAIN,,,,,,,,"
68537,1815,10,26.0,6.0,16.35,92.02,1,3,0.0,5,,,3.0,10,UNION 4,,,,5.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,259,62,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ6TUH,3,0,0,2,1,"(92, 16)",1,1.0,"FAIR,,,,,,,,"
68540,1815,10,27.0,6.0,17.0,91.47,1,3,0.0,5,,,3.0,10,UNION 4,,,,,,,,,,,,,,30.6,,,,,,,,,,,,,,,,,,,,,259,71,248,148,5,0,,,,,,,,2.0,F3FFFF,17AAAA1AAAAAAA,,,,CZ6TUO,3,0,0,2,1,"(91, 17)",1,1.0,"FAIR,SQUALLY,RAIN,LIGHTNING,SHARP LIGHTNING,,,,,,,,"
68545,1815,10,29.0,6.0,18.65,90.78,1,3,0.0,5,,,3.0,10,UNION 4,,,,,,,,,,,,,,31.7,,,,,,,,,,,,,,,,,,,,,259,80,248,148,5,0,,,,,,,,2.0,F5FFFF,17AAAA1AAAAAAA,,,,CZ6TV2,3,0,0,2,1,"(90, 18)",1,1.0,"FAIR,LIGHTNING,SULTRY,,,,,,,,"
68548,1815,10,30.0,6.0,19.33,89.6,1,3,0.0,5,,,3.0,10,UNION 4,,,,,,,,,,,,,,31.4,,,,,,,,,,,,,,,,,,,,,258,99,248,148,5,0,,,,,,,,2.0,F3FFFF,17AAAA1AAAAAAA,,,,CZ6TV9,3,0,0,2,1,"(89, 19)",1,1.0,"FAIR,,,,,,,,"
68550,1815,10,31.0,6.0,19.98,89.4,1,3,0.0,5,,,3.0,10,UNION 4,,,,,,,,,,,,,,31.7,,,,,,,,,,,,,,,,,,,,,258,99,248,148,5,0,,,,,,,,2.0,F5FFFF,17AAAA1AAAAAAA,,,,CZ6TVG,3,0,0,2,1,"(89, 19)",1,1.0,"FAIR,,,,,,,,"
68666,1815,12,9.0,6.0,8.4,89.63,1,3,0.0,5,,,3.0,10,ROSE 4,,,81.0,5.0,6.7,,,,,1002.2,,,,26.7,,,,,,,,,,,,,,,,,,,,,294,89,248,148,5,0,,,,,,,,2.0,F1114F,11AAA11AAAAAAA,,,,CZ6U0C,3,0,0,2,1,"(89, 8)",1,1.0,"RAIN,LIGHTNING,,,,,,,,"
68670,1815,12,10.0,6.0,10.15,88.37,1,3,0.0,5,,,3.0,10,ROSE 4,,,,,,,,,,1003.9,,,,27.2,,,,,,,,,,,,,,,,,,,,,258,8,248,148,5,0,,,,,,,,2.0,F1FF4F,17AAA11AAAAAAA,,,,CZ6U0L,3,0,0,2,1,"(88, 10)",1,1.0,"LIGHTNING,SQUALLY,RAIN,SQUALLS,,,,,,,,"
68676,1815,12,11.0,6.0,15.15,86.95,1,3,0.0,5,,,3.0,10,SIR W PUL,,,36.0,5.0,9.3,,,,,,,,,26.7,,,,,,,,,,,,,,,,,,,,,258,56,248,148,5,0,,,,,,,,2.0,F111FF,11AAAA1AAAAAAA,,,,CZ6U0T,3,0,0,2,1,"(86, 15)",1,1.0,"FAIR,FINE,,,,,,,,"
68677,1815,12,11.0,6.0,11.52,87.48,1,3,0.0,5,,,3.0,10,ROSE 4,,,,,,,,,,1002.4,,,,26.4,,,,,,,,,,,,,,,,,,,,,258,17,248,148,5,0,,,,,,,,2.0,F1FF4F,1AAAA11AAAAAAA,,,,CZ6U0U,3,0,0,2,1,"(87, 11)",1,1.0,"SQUALLY,RAIN,CLOUDY,SQUALLS,,,,,,,,"
68686,1815,12,12.0,6.0,13.7,86.42,1,3,0.0,5,,,3.0,10,SIR W PUL,,,,,,,,,,,,,,27.2,,,,,,,,,,,,,,,,,,,,,258,36,248,148,5,0,,,,,,,,2.0,F1FFFF,1AAAAA1AAAAAAA,,,,CZ6U12,3,0,0,2,1,"(86, 13)",1,1.0,"FINE,,,,,,,,"
68687,1815,12,12.0,6.0,13.35,85.65,1,3,0.0,5,,,3.0,10,ROSE 4,,,,5.0,,,,,,1005.9,,,,26.1,,,,,,,,,,,,,,,,,,,,,258,35,248,148,5,0,,,,,,,,2.0,F1FF1F,17AAA11AAAAAAA,,,,CZ6U13,3,0,0,2,1,"(85, 13)",1,1.0,"HAZY,FAIR,,,,,,,,"
68696,1815,12,13.0,6.0,12.27,85.75,1,3,0.0,5,,,3.0,10,SIR W PUL,,,,5.0,,,,,,,,,,26.7,,,,,,,,,,,,,,,,,,,,,258,25,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ6U1C,3,0,0,2,1,"(85, 12)",1,1.0,"FAIR,FINE,,,,,,,,"
68710,1815,12,15.0,6.0,9.33,83.87,1,3,0.0,5,,,3.0,10,SIR W PUL,,,,,,,,,,1008.7,,,,28.3,,,,,,,,,,,,,,,,,,,,,294,93,248,148,5,0,,,,,,,,2.0,F1FF1F,1AAAA11AAAAAAA,,,,CZ6U1T,3,0,0,2,1,"(83, 9)",1,1.0,"RAIN,CLOUDY,UNSETTLED,,,,,,,,"
68721,1815,12,16.0,6.0,8.37,83.9,1,3,0.0,5,,,3.0,10,SIR W PUL,,,246.0,5.0,1.0,,,,,1002.0,,,,28.3,,,,,,,,,,,,,,,,,,,,,294,83,248,148,5,0,,,,,,,,2.0,F1114F,11AAA11AAAAAAA,,,,CZ6U22,3,0,0,2,1,"(83, 8)",1,1.0,"RAIN,CLOUDY,SQUALLY,SQUALLS,,,,,,,,"
68757,1815,12,21.0,6.0,19.52,87.5,1,3,0.0,5,,,3.0,10,MQ WLNG 1,,,25.0,5.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,97,248,148,5,0,,,,,,,,2.0,FF116F,11AAA9AAAAAAAA,,,,CZ6U2V,3,0,0,2,1,"(87, 19)",1,1.0,"FAIR,FINE,,,,,,,,"
68820,1816,1,5.0,7.0,10.42,82.1,1,3,0.0,5,,,3.0,10,NTBLAND 5,,,,,,,,,,,,,,26.7,,,,,,,,,,,,,,,,,,,,,258,2,248,148,5,0,,,,,,,,2.0,F1FF7F,1AAAA61AAAAAAA,,,,CZ6U41,3,0,0,2,1,"(82, 10)",1,1.0,"CLOUDY,FINE,PLEASANT     ,WATER SMOOTH,,,,,,,"
68836,1816,1,6.0,6.0,19.82,87.9,1,3,0.0,5,,,3.0,10,HUDDART,,,,,,,,,,1006.1,,,,26.7,,,,,,,,,,,,,,,,,,,,,258,97,248,148,5,0,,,,,,,,2.0,F1FF1F,17AAA11AAAAAAA,,,,CZ6U47,3,0,0,2,1,"(87, 19)",1,1.0,"FINE,,,,,,,,"
68837,1816,1,6.0,6.0,9.18,83.33,1,3,0.0,5,,,3.0,10,NTBLAND 5,,,,5.0,,,,,,,,,,26.7,,,,,,,,,,,,,,,,,,,,,294,93,248,148,5,0,,,,,,,,2.0,F1FF7F,17AAA91AAAAAAA,,,,CZ6U48,3,0,0,2,1,"(83, 9)",1,1.0,"CLOUDY,FAIR,PLEASANT     ,SWELL,,,,,,,"
68847,1816,1,7.0,6.0,19.5,87.97,1,3,0.0,5,,,3.0,10,HUDDART,,,2.0,5.0,1.0,,,,,1006.1,,,,26.7,,,,,,,,,,,,,,,,,,,,,258,97,248,148,5,0,,,,,,,,2.0,F1111F,11AAA11AAAAAAA,,,,CZ6U4E,3,0,0,2,1,"(87, 19)",1,1.0,"VARIABLE,,,,,,,,"
68848,1816,1,7.0,6.0,8.07,84.75,1,3,0.0,5,,,3.0,10,NTBLAND 5,,,,,,,,,,1012.5,,,,25.6,,,,,,,,,,,,,,,,,,,,,294,84,248,148,5,0,,,,,,,,2.0,F1FF1F,17AAA11AAAAAAA,,,,CZ6U4F,3,0,0,2,1,"(84, 8)",1,1.0,"SQUALLY,RAIN,CLOUDY,UNSETTLED     ,SWELL,,,,,,,"
69016,1816,1,25.0,6.0,10.17,82.72,1,3,0.0,5,,,3.0,10,HUDDART,,,,5.0,,,,,,,,,,26.1,,,,,,,,,,,,,,,,,,,,,258,2,248,148,5,0,,,,,,,,2.0,F1FF6F,12AAA11AAAAAAA,,,,CZ6U8Q,3,0,0,2,1,"(82, 10)",1,1.0,"CLOUDY,FINE,,,,,,,,"
69027,1816,1,26.0,6.0,9.12,84.17,1,3,0.0,5,,,3.0,10,HUDDART,,,,5.0,,,,,,1002.3,,,,26.1,,,,,,,,,,,,,,,,,,,,,294,94,248,148,5,0,,,,,,,,2.0,F1FF4F,17AAA11AAAAAAA,,,,CZ6U94,3,0,0,2,1,"(84, 9)",1,1.0,"SQUALLY,RAIN,CLOUDY,,,,,,,,"
69075,1816,1,29.0,6.0,19.03,88.5,1,3,0.0,5,,,3.0,10,LD MELV 1,,,47.0,5.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,98,248,148,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,CZ6UAL,3,0,0,2,1,"(88, 19)",1,1.0,"HAZY,FINE,,,,,,,,"
69076,1816,1,29.0,6.0,19.02,87.85,1,3,0.0,5,,,3.0,10,WIL PIT 2,,,,,,,,,,1009.5,,,,26.1,,,,,,,,,,,,,,,,,,,,,258,97,248,148,5,0,,,,,,,,2.0,F1FF1F,17AAA11AAAAAAA,,,,CZ6UAM,3,0,0,2,1,"(87, 19)",1,1.0,"FAIR,FINE,,,,,,,,"
69077,1816,1,29.0,6.0,9.37,82.56,1,3,0.0,5,,,3.0,10,ROSE 4,,,,,,,,,,,,,,25.6,,,,,,,,,,,,,,,,,,,,,294,92,248,148,5,0,,,,,,,,2.0,F1FFFF,17AAAA1AAAAAAA,,,,CZ6UAN,3,0,0,2,1,"(82, 9)",1,1.0,"HAZY,FAIR,,,,,,,,"
69093,1816,1,30.0,6.0,18.48,87.7,1,3,0.0,5,,,3.0,10,LD MELV 1,,,92.0,5.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,87,248,148,5,0,,,,,,,,2.0,FF11FF,11AAAAAAAAAAAA,,,,CZ6UB5,3,0,0,2,1,"(87, 18)",1,1.0,"FAIR,,,,,,,,"
69094,1816,1,30.0,6.0,18.45,87.2,1,3,0.0,5,,,3.0,10,WIL PIT 2,,,,5.0,,,,,,1007.7,,,,26.7,,,,,,,,,,,,,,,,,,,,,258,87,248,148,5,0,,,,,,,,2.0,F1FF1F,12AAA11AAAAAAA,,,,CZ6UB6,3,0,0,2,1,"(87, 18)",1,1.0,"FAIR,FINE,,,,,,,,"
69254,1816,2,9.0,6.0,18.95,89.22,1,3,0.0,5,,,3.0,10,J SIBBALD,,,92.0,5.0,2.6,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,258,89,248,148,5,0,,,,,,,,2.0,F111CF,11AAA11AAAAAAA,,,,CZ6UGC,3,0,0,2,1,"(89, 18)",1,1.0,"FAIR,,,,,,,,"
69272,1816,2,10.0,6.0,18.22,89.1,1,3,0.0,5,,,3.0,10,J SIBBALD,,,160.0,5.0,1.0,,,,,,,,,26.1,,,,,,,,,,,,,,,,,,,,,258,89,248,148,5,0,,,,,,,,2.0,F111CF,11AAA11AAAAAAA,,,,CZ6UGV,3,0,0,2,1,"(89, 18)",1,1.0,"FAIR,,,,,,,,"
69274,1816,2,10.0,7.0,9.77,81.8,1,3,0.0,5,,,3.0,10,WIL PIT 2,,,,5.0,,,,,,1009.2,,,,25.6,,,,,,,,,,,,,,,,,,,,,294,91,248,148,5,0,,,,,,,,2.0,F1FF1F,17AAA11AAAAAAA,,,,CZ6UGY,3,0,0,2,1,"(81, 9)",1,1.0,"CLOUDY,,,,,,,,"
69289,1816,2,11.0,6.0,18.1,89.17,1,3,0.0,5,,,3.0,10,J SIBBALD,,,205.0,5.0,1.0,,,,,,,,,25.6,,,,,,,,,,,,,,,,,,,,,258,89,248,148,5,0,,,,,,,,2.0,F111CF,11AAA11AAAAAAA,,,,CZ6UHD,3,0,0,2,1,"(89, 18)",1,1.0,"FAIR,,,,,,,,"
69291,1816,2,11.0,7.0,9.28,82.03,1,3,0.0,5,,,3.0,10,WIL PIT 2,,,,5.0,,,,,,1009.2,,,,25.6,,,,,,,,,,,,,,,,,,,,,294,92,248,148,5,0,,,,,,,,2.0,F1FF1F,17AAA11AAAAAAA,,,,CZ6UHF,3,0,0,2,1,"(82, 9)",1,1.0,"FINE,,,,,,,,"
69308,1816,2,12.0,6.0,17.88,89.25,1,3,0.0,5,,,3.0,10,J SIBBALD,,,171.0,5.0,,,,,,1009.5,,,,25.6,,,,,,,,,,,,,,,,,,,,,258,79,248,148,5,0,,,,,,,,2.0,F1111F,12AAA11AAAAAAA,,,,CZ6UHX,3,0,0,2,1,"(89, 17)",1,1.0,"CLEAR,,,,,,,,"
69324,1816,2,13.0,6.0,17.65,89.52,1,3,0.0,5,,,3.0,10,J SIBBALD,,,205.0,5.0,,,,,,1011.3,,,,25.0,,,,,,,,,,,,,,,,,,,,,258,79,248,148,5,0,,,,,,,,2.0,F1111F,12AAA11AAAAAAA,,,,CZ6UIE,3,0,0,2,1,"(89, 17)",1,1.0,"FAIR,,,,,,,,"
